review,clean_review
"It was an epic experience. The film was coherent, intense and suspenseful. I hope it wins an Oscar in 2025. I'm glad that she played more than in the previous part. I love that girl! She's incredibly talented and looks great even as a desert rat. I cannot forget about the colors of the film in which it was recorded - it was perfectly matched and reflected the desert atmosphere of the film. It is also interesting to show the main beetle and other transformations taking place in the body of the fillum. His self-confidence is developing minute by minute. It is also interesting to show the main beetle and other transformations taking place in the body of the fillum. His self-confidence is developing minute by minute. The film is dynamic and refined in every aspect, and Hans Zimmer's music is a masterpiece!",it epic experi the film coher intens suspens i hope win oscar im glad play previou part i love girl she incred talent look great even desert rat i cannot forget color film record perfectli match reflect desert atmospher film it also interest show main beetl transform take place bodi fillum hi selfconfid develop minut minut it also interest show main beetl transform take place bodi fillum hi selfconfid develop minut minut the film dynam refin everi aspect han zimmer music masterpiec
"Great movie made for big cinemas with good sound.

The immersion is uncredible and even after 3 hours I don't want to leave that world.

The cast is one of the best I ever seen, each character with outstanding performance.

Instead of flashlight storm the soundtrack takes you in this futuristic world.

As a fan of the books it was since Lord of the rings again a perfect realization of the book, which comes very close to my head cinema when reading the books.

The images echoed in my head for a long time, this imho exactly for what cinema is made. It is definitely a film in my personal top-10.

Looking excited forward for the 3rd part.",great movi made big cinema good sound the immers uncred even hour i dont want leav world the cast one best i ever seen charact outstand perform instead flashlight storm soundtrack take futurist world a fan book sinc lord ring perfect realiz book come close head cinema read book the imag echo head long time imho exactli cinema made it definit film person top look excit forward rd part
"Some people actually believe that this is the best Sci fi movie ever. Wow. Did they ever see Sci before? This is a decent movie with good, not great special effects. The story is ok but a little contrived. Some appropriation of Arab Muslim culture and set it in outer space. The whole mystical aspect is something you like or not. I didn't. It was just phony. I never read the original novel. I don't have any preconceived notions about what DUNE should be, but it does NOT deserve the lofty rating and ranking it has on IMDb. Expect an above average film and you'll probably be satisfied with your viewing. An all time great film this is not.",some peopl actual believ best sci fi movi ever wow did ever see sci thi decent movi good great special effect the stori ok littl contriv some appropri arab muslim cultur set outer space the whole mystic aspect someth like i didnt it phoni i never read origin novel i dont preconceiv notion dune not deserv lofti rate rank imdb expect averag film youll probabl satisfi view an time great film
"Dune, part two definitely is impressive visually with a great musical score. The sound effects alone are remarkable and very loud specially watching it at Dolby Theatre.

And that's about it, really! The overall plot was lacking big time, without spoiling anything its strongly based on prophecy and leadership, it's very similar to many of the well known historical stories of prophets and their messages, their rise to leadership and power. Unlike history however, the story buildup is weak, the script lacks originality and the whole ( he is the one ! ) scenario have been utilized so many times in films ( for eg, the Matrix ).

There are no high stakes, whether or not the protagonist is the One has no major consequences or at least the script failed to highlight it.

The movie still has some very solid moments, like the introduction of the main villain with the black and white scenes is fantastic. In fact, the scenes with Villains were more amusing than the protagonists.

Acting is decent but nothing spectacular, Zendaya has basically the same angry impression throughout without any clear reason why. She needs to train and work harder on her skills.

Timothee Chalamant, is slightly better, but not very impressive. Dave Bautista is under utilized and both his character and Chalamant's scream too much, it's distracting.

Speaking of loud, there was also plenty of shouting from the villagers ( i think they are called Fremen ), chanting words like Lasan Algaib and Modeb, these two words probably consumed half the script, repeated over and over, it is exhausting.

I know the director wanted to reflect some authenticity with the languages, but the frequent shifting between English and Fremen or whatever its called was another distraction.

Probably the chemistry between Zendaya and Chalamant are the worst I've ever seen, i am not sure if its their acting or the script, but it felt forced and predictable.

As mentioned earlier, musical score and sounds effects are the highlight of the movie, superb and transfers you into the film as if we are in it. Same with the visuals, the color gradient and atmosphere sucks you into the world of Dune, its such an experience! But after a while, one wants a story arc to keep ones interest high, which lacked.

I would probably say the costume design department is the best, definitely impressive style and unique costume designs for almost all characters, could be nominated for best costume design.

Action scenes were loud and impressive but lacked tension because as I mentioned there are no high stakes for our protagonist losing. Not to mention, battle scenes are brief and felt rushed. I was expecting epic battles with strategies and action sequences, something like Star Wars or Lord of the Rings, but there is no emphasis or focus on the battle scenes, specifically the final battle scene.

So yeah, it is ok with some memorable scenes, but left me generally disappointed and I think its over hyped, I do recall liking the first movie more. It could have at least be shorter than 2 hours 45 minutes or some better choreography and tension in battles scenes. A little less emphasis on the prophecy angle.",dune part two definit impress visual great music score the sound effect alon remark loud special watch dolbi theatr and that realli the overal plot lack big time without spoil anyth strongli base propheci leadership similar mani well known histor stori prophet messag rise leadership power unlik histori howev stori buildup weak script lack origin whole one scenario util mani time film eg matrix there high stake whether protagonist one major consequ least script fail highlight the movi still solid moment like introduct main villain black white scene fantast in fact scene villain amus protagonist act decent noth spectacular zendaya basic angri impress throughout without clear reason she need train work harder skill timothe chalam slightli better impress dave bautista util charact chalam scream much distract speak loud also plenti shout villag think call fremen chant word like lasan algaib modeb two word probabl consum half script repeat exhaust i know director want reflect authent languag frequent shift english fremen whatev call anoth distract probabl chemistri zendaya chalam worst ive ever seen sure act script felt forc predict a mention earlier music score sound effect highlight movi superb transfer film same visual color gradient atmospher suck world dune experi but one want stori arc keep one interest high lack i would probabl say costum design depart best definit impress style uniqu costum design almost charact could nomin best costum design action scene loud impress lack tension i mention high stake protagonist lose not mention battl scene brief felt rush i expect epic battl strategi action sequenc someth like star war lord ring emphasi focu battl scene specif final battl scene so yeah ok memor scene left gener disappoint i think hype i recal like first movi it could least shorter hour minut better choreographi tension battl scene a littl less emphasi propheci angl
"Done 1 was my best movie ever Now this part 2 is my second best movie ever I'm living 2 KM away from great pyramids where is my home town, So I feel the Magic of sand dune all the time around me, dune story is mysterious, full of signs of ancient Egyptian & religions and ancient Arab magic civilization Anyway I'm not good enough n reviewing movies but I just wanted to record my emotions I always wonder is the story of Dune one and June 2 refers to religions and something like that Anyway, I would keep searching for that because I'm interesting in this movie. I'm interesting about the story, the actors are awesome, specially the mother.",done best movi ever now part second best movi ever im live km away great pyramid home town so i feel magic sand dune time around dune stori mysteri full sign ancient egyptian religion ancient arab magic civil anyway im good enough n review movi i want record emot i alway wonder stori dune one june refer religion someth like anyway i would keep search im interest movi im interest stori actor awesom special mother
"One of THE BEST movies I have ever seen! Everything about this movie, was an absolute MASTERPIECE. The visuals, the music, the acting!..goosebumps!!!

This movie is without a doubt, UP THERE next to The Godfather 2 and The Dark Night! Just an incredible masterpiece! I can't wait for Dune: Messiah!!

The evolution of Paul Atreides is absolutely insane! I actually felt INTIMIDATED by Timothée and that dude is a Golden Retriever in human form.. The switch halfway through the movie, made the hairs on the back of my neck stand up.

Florence Pugh blew me away, even with the short amount of screen time! That woman continues to prove she's one of the best actresses, of her generation!

Austin Butler as Feyd was a STELLAR casting, so incredibly talented and his character made me feel so uncomfortable and a bit intimidated! I can't believe this is the same dude, 11 year me watched fight off aliens with his siblings back in 2009😂

HOLLYWOOD NEEDS MORE DIRECTORS LIKE CHRISTOPHER NOLAN AND DENIS VILLENEUVE!",one the best movi i ever seen everyth movi absolut masterpiec the visual music actinggoosebump thi movi without doubt up there next the godfath the dark night just incred masterpiec i cant wait dune messiah the evolut paul atreid absolut insan i actual felt intimid timoth dude golden retriev human form the switch halfway movi made hair back neck stand florenc pugh blew away even short amount screen time that woman continu prove she one best actress gener austin butler feyd stellar cast incred talent charact made feel uncomfort bit intimid i cant believ dude year watch fight alien sibl back hollywood need more director like christoph nolan and deni villeneuv
"It is a movie with somewhat predictable plot in the main theme, YET numerous bits and pieces move you! It inspires you. There are many breathtaking scenes. Things were zoomed in and out which makes you understand the emotions in details and also enjoy a whole scene respectively. Also, it shows how religion can be a boon and also a catalyst for certain political moves. The war scene wasn't dragged for too long. Some might say it's too quick, but I say it was just right. There was no need to extend it further if all strategies got done right and bring you victory as expected. Hands down one of the legendary blockbusters.",it movi somewhat predict plot main theme yet numer bit piec move it inspir there mani breathtak scene thing zoom make understand emot detail also enjoy whole scene respect also show religion boon also catalyst certain polit move the war scene wasnt drag long some might say quick i say right there need extend strategi got done right bring victori expect hand one legendari blockbust
"""Dune:Part Two"" is actually sci-fi at its finest. It has great world building, many world building lores, so many new rules and places to explore. The fundamental things that build this world have their counterparts in our own and that is what grounds this story and helps us find the allegory in it. Dennis Villeneuve has crafted a beautiful and awe-inspiring movie. There are some very beautiful and cinematic scenes, some epic scenes and so much craftsmanship in this movie. Chalamet proves that he is a real Hollywood protagonist, he can command an epic scale film. The entire cast is having fun with their parts, they are all very good at what their doing. This entire movie plays with the thematics of religion and Messiahs arriving to save the wretched. So many visual queues and so many powerful scenes enhance this way of viewing the movie. ""Dune: Part Two"" works for me wonderfully in the continuity of the lore from the first movie, but it sure has its own thematics. It is an epic scale sci-fi movie and a high fantasy world, but its strength lies in the ways everything relates to our world. It's a stunning achievement.",dunepart two actual scifi finest it great world build mani world build lore mani new rule place explor the fundament thing build world counterpart ground stori help u find allegori denni villeneuv craft beauti aweinspir movi there beauti cinemat scene epic scene much craftsmanship movi chalamet prove real hollywood protagonist command epic scale film the entir cast fun part good thi entir movi play themat religion messiah arriv save wretch so mani visual queue mani power scene enhanc way view movi dune part two work wonder continu lore first movi sure themat it epic scale scifi movi high fantasi world strength lie way everyth relat world it stun achiev
"I left the cinema in awe! Visually satisfying, sound quality to die for, and sci-fi done right! All the way home after watching this movie, I could not stop but think of the experience I've just had. Love it when sci-fi is done right. Cannot wait for the next instalment.

Love how the characters show growth. The sound editing is perfection. The special effects.... WOW! Seems real for a special effects movie.

These days special effects movies can be too over the top. Many directors and film creators these days get it wrong. No Marvel movie can compare.

Definitely a muts see if you love SCI-FI movies.",i left cinema awe visual satisfi sound qualiti die scifi done right all way home watch movi i could stop think experi ive love scifi done right cannot wait next instal love charact show growth the sound edit perfect the special effect wow seem real special effect movi these day special effect movi top mani director film creator day get wrong no marvel movi compar definit mut see love scifi movi
"If you want to see a movie that spent most of its effort on audio and visuals, this is for you. If you are looking for the sequel to a masterpiece, expect a bitter aftertaste.

This was supposed to be a movie that grew Paul's character and make him worth to face his house's executioners. Instead, it was full of dei ex machina and stupid choices of theoretical galactic puppeteers, just to complete a plot that had to end on a specific way.

The worm scene was phenomenal though, even though it is obvious that it spent most of the film's budget, and so was the sound, hence the above average rating.",if want see movi spent effort audio visual if look sequel masterpiec expect bitter aftertast thi suppos movi grew paul charact make worth face hous execution instead full dei ex machina stupid choic theoret galact puppet complet plot end specif way the worm scene phenomen though even though obviou spent film budget sound henc averag rate
"Good god, this was incredibly boring! I wanted to turn it off several times but managed to convince myself that something of import will bring it all together at the end; I could not have been more wrong.

After watching the first one and not really understanding what was going on and why, I figured that it would come together in the second one, more fool me.

An impressive cast failed to bring any life to this whatsoever, alongside a dead plot and dialogue. And questions still abound as to what is going on, along with many glaring problems:

-With the Fremen coming across as a middle-eastern tribe in behaviour, it strikes me as all very ""White Saviour""- nobody has a problem with this?!

-Paul's mother suddenly becoming the Reverend Mother and inciting the Fremen to blindly follow him was highly disturbing, not inspiring. Plus the whole talking to her unborn daughter was creepy as!

-Paul leaps impossibly from a sincere boy not wanting to be a false leader to whatever that was he turned into at the end, which not only seemed unbelievable, but didn't remotely favour him in the viewer's eyes. I did not root for him at any point.

-The Fremen speak in their language but when they switch to English, lapse back into their real accents- where's the pretense that you're a tribesman? Same with Zendaya's behaviour, it's like it just completely falls away from her once they become a couple.

-Completely non-existent chemistry between Zendaya and Timothy Chalamet. They go from wary friends to full on couple with no idea how they got there.

-It's revealed that Paul's mother is a Harkonen, which makes him so too, so what? What is the significance of this? Yeah I know they're fighting one another but why the hell should I really care?! Means nothing to me.

-Why does Paul suddenly want to be Emperor at the end? Why does he betray Chani? It's so inconsistent with how his character was portrayed for most of it.

-That battle and one-to-one fight at the end was the ultimate anti-climax.

-We find out that the witch clan moved the Emperor to exterminate House Atreides, I still don't know why? Unless there was some form of explanation that clearly didn't do its job.

Utter waste of time all-round and not even the visuals can save it.",good god incred bore i want turn sever time manag convinc someth import bring togeth end i could wrong after watch first one realli understand go i figur would come togeth second one fool an impress cast fail bring life whatsoev alongsid dead plot dialogu and question still abound go along mani glare problem with fremen come across middleeastern tribe behaviour strike white saviour nobodi problem paul mother suddenli becom reverend mother incit fremen blindli follow highli disturb inspir plu whole talk unborn daughter creepi paul leap imposs sincer boy want fals leader whatev turn end seem unbeliev didnt remot favour viewer eye i root point the fremen speak languag switch english lap back real accent where pretens your tribesman same zendaya behaviour like complet fall away becom coupl complet nonexist chemistri zendaya timothi chalamet they go wari friend full coupl idea got it reveal paul mother harkonen make what signific yeah i know theyr fight one anoth hell i realli care mean noth whi paul suddenli want emperor end whi betray chani it inconsist charact portray that battl onetoon fight end ultim anticlimax we find witch clan move emperor extermin hous atreid i still dont know unless form explan clearli didnt job utter wast time allround even visual save
"Dune has got to be one of the hardest books to translate into a film. So much of the writing comes from within each characters head.

Watching Denis Villeneuve take every important detail and bring it to life was nothing short of pure wonder. You can really tell that Dune was one of his favourite stories. His visual direction, the breathtaking audio, the beautiful sets, and the top-tier acting are all big elements in the overall production... but sometimes there's there's something else beyond that. The passion that really shines through.

One of the best movies ever made. Period. Kudos to everyone involved in every aspect of the production. And a huge thank you to the studio for allowing these people to perform their craft to the best of their abilities.",dune got one hardest book translat film so much write come within charact head watch deni villeneuv take everi import detail bring life noth short pure wonder you realli tell dune one favourit stori hi visual direct breathtak audio beauti set toptier act big element overal product sometim there there someth el beyond the passion realli shine one best movi ever made period kudo everyon involv everi aspect product and huge thank studio allow peopl perform craft best abil
"I've never taken the time to write any reviews here before, and i'll remain short on my words with this one.

I am a hardcore Dune fan. Read the 6 core books, re-listened to them multiple times on Audible. Played the games, as far back as the RTS games of the early 2000s. Watched the Lynch film and the SyFy TV series several times.

This is another level. This IS Dune. I saw the Dune Part 1 in cinemas 7 times, and will likely do the same with Part 2. The cinema experience is worth it for the sound design alone. Unlike Part 1, the voices were clearer and sat better in the mix in Part 2.

Bravo Denis. You made the 'un-filmable' book the best damn films of the century.",ive never taken time write review ill remain short word one i hardcor dune fan read core book relisten multipl time audibl play game far back rt game earli watch lynch film syfi tv seri sever time thi anoth level thi is dune i saw dune part cinema time like part the cinema experi worth sound design alon unlik part voic clearer sat better mix part bravo deni you made unfilm book best damn film centuri
"What an epic. Textbook perfect of how a modern day sci-fi should be made. Every scene feels impactful and is a work of art. The politics, character development and cinematography all goes beyond what you expect from a science fiction film, and shows the path of how movies like Star Wars ought to be. Timothee and Zendaya's performance are also top notch. While the first film was a work of art, the second film is the real progression and heart of the film and deserves to be watched in IMAX or better only. The only gripe I have is there are a couple scenes where I am confused by Paul's motivation and his sudden change of heart, I felt that needed further explaining.",what epic textbook perfect modern day scifi made everi scene feel impact work art the polit charact develop cinematographi goe beyond expect scienc fiction film show path movi like star war ought timothe zendaya perform also top notch while first film work art second film real progress heart film deserv watch imax better the gripe i coupl scene i confus paul motiv sudden chang heart i felt need explain
"Stay with me here.

It's basically a re-make of 'The Life of Brian' with Paul as Brian and Chani as Brian's mother (""he's not the messiah, he's a really naughty boy"").

At it's heart the book is about not believing in messianic leaders. I think Villeneuve has done an incredible job of what was believed to be a book that was impossible to be translated into film.

At it's heart he uses the Chani character to seed doubt of Paul's godlike leadership.

Needs to be seen in a cinema. Some scenes took my breath away.

Left me wanting more.

10 stars.

LOVE Villeneuve's work (Arrival one of my top 10 favourite films). Keep up the good work.",stay it basic remak the life brian paul brian chani brian mother he messiah he realli naughti boy at heart book believ messian leader i think villeneuv done incred job believ book imposs translat film at heart use chani charact seed doubt paul godlik leadership need seen cinema some scene took breath away left want star love villeneuv work arriv one top favourit film keep good work
"This was probably the best movie I've seen in the theater since Return of the King. If you can, please see it at IMAX. You will shake, rattle and hum! So intense. The casting is nearly perfect. Timothee Chalamet owns his role as Paul Atreides and is very convincing. Powerful performance. The same goes for Zendaya, Rebecca Ferguson, Florence Pugh, Josh Brolin, Austin Butler, and everyone is just AMAZING! I did find Christopher Walken to be a bit miscast but he grew on me. I could hear his accent come out at times and I found it to be a bit distracting and out of place. But this a tremendous film, an epic not experienced in cinema since The Lord of the Rings. Bravo, Denis Villeneuve!",thi probabl best movi ive seen theater sinc return king if plea see imax you shake rattl hum so intens the cast nearli perfect timothe chalamet own role paul atreid convinc power perform the goe zendaya rebecca ferguson florenc pugh josh brolin austin butler everyon amaz i find christoph walken bit miscast grew i could hear accent come time i found bit distract place but tremend film epic experienc cinema sinc the lord ring bravo deni villeneuv
"""Dune 2,"" directed by Denis Villeneuve, is a cinematic marvel that transcends expectations. Villeneuve's visionary direction brings Frank Herbert's universe to life with stunning cinematography that mesmerizes viewers. Each frame is meticulously crafted, capturing the grandeur of the desert landscapes and the intricacies of the characters' emotions.

Hans Zimmer's evocative score adds depth to every scene, immersing audiences in a world of tension and reflection. The performances, particularly by Timothée Chalamet and Zendaya, are captivating, drawing viewers into the characters' inner struggles.

The film's visual mastery is matched only by its gripping narrative. Rebecca Ferguson's portrayal of Lady Jessica is particularly noteworthy, adding layers of complexity to the story. The dialogue, sharp and profound, elevates the film to a new standard of excellence.

In summary, ""Dune 2"" is a triumph of cinema, combining breathtaking visuals, compelling storytelling, and outstanding performances. Denis Villeneuve has once again proven himself as a master filmmaker, delivering a cinematic experience that is both thought-provoking and visually stunning.",dune direct deni villeneuv cinemat marvel transcend expect villeneuv visionari direct bring frank herbert univers life stun cinematographi mesmer viewer each frame meticul craft captur grandeur desert landscap intricaci charact emot han zimmer evoc score add depth everi scene immers audienc world tension reflect the perform particularli timoth chalamet zendaya captiv draw viewer charact inner struggl the film visual masteri match grip narr rebecca ferguson portray ladi jessica particularli noteworthi ad layer complex stori the dialogu sharp profound elev film new standard excel in summari dune triumph cinema combin breathtak visual compel storytel outstand perform deni villeneuv proven master filmmak deliv cinemat experi thoughtprovok visual stun
"""I want to start by saying the movie did not suck! However, the dialogue was a bit confusing, and the accents were difficult to understand at times. That's a minor point, though, and not the basis of my rating. The middle part of the movie felt dry, much like the desert where it was filmed. It was too long and drawn out. I understand that character development is necessary, but as a sci-fi film, it could have benefited from more action and a better showcase of the technology they used. . Some of the technology we see is very interesting, and I would have loved to see more of it. When I left the theater, I felt that the movie missed the mark on some storytelling elements. That's why I can't rate it a perfect 10 out of 10.""",i want start say movi suck howev dialogu bit confus accent difficult understand time that minor point though basi rate the middl part movi felt dri much like desert film it long drawn i understand charact develop necessari scifi film could benefit action better showcas technolog use some technolog see interest i would love see when i left theater i felt movi miss mark storytel element that i cant rate perfect
"If you read and enjoyed the books, you will be appalled at the total destruction of a well-crafted story. If you did not read the books, you will have no idea what is going on. If you like a well-crafted movie; you will get zero out of this patched together mess with camara work that would make James Wong Howe give up photography in favor of commercial art for toilet paper ads. Clearly, the high-scoring reviews were prepared by folks who like hours of mindless violence, without the burden of following a complex plot. This actually makes the first movie look measued and well-done. An almost impossible feat.",if read enjoy book appal total destruct wellcraft stori if read book idea go if like wellcraft movi get zero patch togeth mess camara work would make jame wong howe give photographi favor commerci art toilet paper ad clearli highscor review prepar folk like hour mindless violenc without burden follow complex plot thi actual make first movi look measu welldon an almost imposs feat
"As of my last update in January 2022, ""Dune: Part Two"" had not been released, so I cannot provide specific details about the film. However, I can offer a speculative description based on what is known about the ""Dune"" universe and the potential direction of the sequel.

""Dune: Part Two"" is expected to be the continuation of the epic science fiction saga based on the second half of Frank Herbert's seminal novel ""Dune."" Directed by Denis Villeneuve, the sequel is anticipated to delve deeper into the intricate political intrigue, complex characters, and richly detailed world of Arrakis.

The story is likely to follow the journey of Paul Atreides (played by Timothée Chalamet) as he embraces his destiny as the messianic figure known as Muad'Dib, leading the Fremen in a rebellion against the oppressive rule of House Harkonnen and the galactic Emperor. As Paul's powers as a Bene Gesserit-trained warrior and prescient visionary grow, he faces internal conflicts and external threats, including the ominous forces of the malevolent entity known as the Bene Tleilax.

The film is expected to further explore the themes of power, religion, ecology, and the human condition that are central to the ""Dune"" universe. It will likely feature breathtaking visuals, intricate world-building, and intense character dynamics, characteristic of Villeneuve's directorial style.

With an ensemble cast including Rebecca Ferguson, Oscar Isaac, Zendaya, Josh Brolin, and others reprising their roles, ""Dune: Part Two"" promises to be an epic continuation of the saga that captivated audiences with its first installment. Fans can anticipate a cinematic experience that combines spectacle with substance, as the story of ""Dune"" unfolds across the sands of Arrakis and beyond.",a last updat januari dune part two releas i cannot provid specif detail film howev i offer specul descript base known dune univers potenti direct sequel dune part two expect continu epic scienc fiction saga base second half frank herbert semin novel dune direct deni villeneuv sequel anticip delv deeper intric polit intrigu complex charact richli detail world arraki the stori like follow journey paul atreid play timoth chalamet embrac destini messian figur known muaddib lead fremen rebellion oppress rule hous harkonnen galact emperor a paul power bene gesserittrain warrior prescient visionari grow face intern conflict extern threat includ omin forc malevol entiti known bene tleilax the film expect explor theme power religion ecolog human condit central dune univers it like featur breathtak visual intric worldbuild intens charact dynam characterist villeneuv directori style with ensembl cast includ rebecca ferguson oscar isaac zendaya josh brolin other repris role dune part two promis epic continu saga captiv audienc first instal fan anticip cinemat experi combin spectacl substanc stori dune unfold across sand arraki beyond
"I doubt anyone will read this, but I have never written a review on a movie before. Though I watch many movies, I have never actually written a review for any of them. This is a testament to how beautiful this movie is. There is so much that I want to write. All I can recommend is that you watch/rewatch the first movie with subtitles on and just soak in all of the information given to you. Then, watch Dune. Part Two and be in the moment. It contains politics and amazing choreography. There were many times, in fact, that I stood in the theater out of sheer amazement (No, there wasn't anyone sitting behind me.)

This movie is amazing. I cannot stop thinking about it. A masterclass in sci-fi.

May thy knife chip and shatter.

Lisan al Gaib.",i doubt anyon read i never written review movi though i watch mani movi i never actual written review thi testament beauti movi there much i want write all i recommend watchrewatch first movi subtitl soak inform given then watch dune part two moment it contain polit amaz choreographi there mani time fact i stood theater sheer amaz no wasnt anyon sit behind thi movi amaz i cannot stop think a masterclass scifi may thi knife chip shatter lisan al gaib
"Absolutely loved watching this in the cinema . Absolutely loved every film this man has made so far, but Dune part 1 was his peak for me before this one. All I have thought about since watching it is maybe going to the cinema to see it again, which I haven't done since ""the return of the king"". This is Epic cinema at its best , the cinematography, the story, the character development, the action ... The action is just on its own level , so raw, swift and well done , if you blink you will miss it at the pace that it's happening. No slo mo rubbish needed. The visuals ,the world that was built in the first one, it's still unwrapping in this one . Seeing more of the worlds and learning more, if you are not familiar with the books, which I am not. The world building in the first one was what I found most intriguing and I'm happy to report that it is just as good in part 2. To top it all off , Hans Zimmer has created a score so iconic for this film again . His music makes the film come alive and stay in your head well after you have left the cinema. I hope for a part 3 that wraps up this incredible story told by this incredibly visionary director.",absolut love watch cinema absolut love everi film man made far dune part peak one all i thought sinc watch mayb go cinema see i havent done sinc return king thi epic cinema best cinematographi stori charact develop action the action level raw swift well done blink miss pace happen no slo mo rubbish need the visual world built first one still unwrap one see world learn familiar book i the world build first one i found intrigu im happi report good part to top han zimmer creat score icon film hi music make film come aliv stay head well left cinema i hope part wrap incred stori told incred visionari director
"Denise Villeneuve is a genius. Him and Greige Fraser have done it again and even better than 'Dune Part One'. 'Dune Part Two' is an amazing sequel to the first one, every single second of the 3 hours are worth the time and effort that has gone into this movie.

The visual effects that were created are mind-blowing, even in the very first scene.

The costume designs are truly incredible, the amount of detail that can be seen in just one costume is out of this world. Every costume shows the ancient history which comes with the planet and characters.

Set design was also outstanding. Every set has its own aura to it, the sets in the desert have carvings all over the walls which show how old the planet is, and all the history it has experienced.

Hans Zimmer created a perfect score to the movie. A lot of ancient instruments are used (The Duduk, Zurnka etc.) and these instruments are made of wood and as the music of these instruments play a sense of history and the heavy future and past is felt just through music notes. It brings chills just listening to the score.

Denise Villeneuve's world building in this movie is right out of the books. Sitting in the theatre you experience the movie because of the scale which is shown. The planet is breathtaking, the space-ships are futuristic, the sandworms are felt as if infront of you. It's truly incredible!

The casting choices are perfect! The old cast (Timothée Chalamet, Zendeya, Josh Brolin, Rebecca Ferguson etc.) are amazing and kept their characters epic. But the new cast adds something to the movie. Most surprising character was Feyd-Rautha and the way Austin Butler portrayed the psychotic beast that is described in the books, and he brought it to screen. It was so incredible seeing him take on this psycho role, especially after Elvis. Personally Stilgar and Feyd-Rautha might be my favourite characters in this sequel. Javier Bardem does an amazing job playing Stilgar seriously yet managing to sneak in a bit of comedy.

Timothee Chalamet delivers a speach in Chakobsa (Fremen language) which is so powerful! It's so incredible seeing how the change of language can influence a scene. This specific scene truly shows how talanted Timothée Chalamet is.

I really recommend watching this movie in IMAX since it was filmed specifically for IMAX. And if you've not read the books then it's a must and if you have read the book it's such a pleasure to watch the book come to life with the way Denise Villeneuve filmed this.

This is the best Dune movie out there! Truly Epic!

""Long Live the Fighters of Muad'Dib""",denis villeneuv geniu him greig fraser done even better dune part one dune part two amaz sequel first one everi singl second hour worth time effort gone movi the visual effect creat mindblow even first scene the costum design truli incred amount detail seen one costum world everi costum show ancient histori come planet charact set design also outstand everi set aura set desert carv wall show old planet histori experienc han zimmer creat perfect score movi a lot ancient instrument use the duduk zurnka etc instrument made wood music instrument play sen histori heavi futur past felt music note it bring chill listen score denis villeneuv world build movi right book sit theatr experi movi scale shown the planet breathtak spaceship futurist sandworm felt infront it truli incred the cast choic perfect the old cast timoth chalamet zendeya josh brolin rebecca ferguson etc amaz kept charact epic but new cast add someth movi most surpris charact feydrautha way austin butler portray psychot beast describ book brought screen it incred see take psycho role especi elvi person stilgar feydrautha might favourit charact sequel javier bardem amaz job play stilgar serious yet manag sneak bit comedi timothe chalamet deliv speach chakobsa fremen languag power it incred see chang languag influenc scene thi specif scene truli show talant timoth chalamet i realli recommend watch movi imax sinc film specif imax and youv read book must read book pleasur watch book come life way denis villeneuv film thi best dune movi truli epic long live fighter muaddib
"Everything in this movie is simply wonderful, the photography, the script, the top-notch acting by the entire cast, the incredible direction, the effects, etc. Dune is incredible, I would watch it again and again and I'm sure that each one would find more details that I didn't see the last time. The way in which they bring this work of the genius writer behind Dune, Frank, to the big screen is incredible... The only reason why I won't give it 10 stars is because I feel that there is much more to do with this work , I know that it is impossible for the entire book to be included in a movie but I hope to continue seeing it as detailed as the following installments are going so far. In other words I LOVE DUNE IT CAPTIVED ME AND LEFT ME WITH A LOT OF INTRIGUE. Let's wait another three years, greetings...",everyth movi simpli wonder photographi script topnotch act entir cast incred direct effect etc dune incred i would watch im sure one would find detail i didnt see last time the way bring work geniu writer behind dune frank big screen incred the reason i wont give star i feel much work i know imposs entir book includ movi i hope continu see detail follow instal go far in word i love dune it captiv me and left me with a lot of intrigu let wait anoth three year greet
"It's difficult to put into words all the feelings I felt while watching this movie. Technically brilliant, mesmerising score by Hans Zimmer as always and incredible performances from all the cast.

This is the kind of film that deserves more than one view in the cinema, it is a fantastic experience. It feels as much as an event as the Avengers movies felt but what we get in quality is much closer to what we got with the LOTR trilogy.

Denis Villeneuve along with Cristopher Nolan are truly the directors setting the bar of what the cinema experience should look and feel like. What an incredible story.",it difficult put word feel i felt watch movi technic brilliant mesmeris score han zimmer alway incred perform cast thi kind film deserv one view cinema fantast experi it feel much event aveng movi felt get qualiti much closer got lotr trilog deni villeneuv along cristoph nolan truli director set bar cinema experi look feel like what incred stori
"By no means a masterpiece, standards for film just seem to be lower these days. Lots of problems, the characters jump from location to location and there is a lot of filling in the gaps, it is by no means a fluid film. The dialogue is fairly mediocre at times, the score is good but not masterful. A rather annoying proliferation of American accents pervade the film as well and really take one out of the universe, particularly from Zendaya. Overall a good film and an achievement for all those involved but this story (the hero's journey) has been told much better than what we see here with Dune.

It is not all negative though, some very nice cinematography. Good performances from the lead and Havier Bardem providing some much needed comic relief as well.",by mean masterpiec standard film seem lower day lot problem charact jump locat locat lot fill gap mean fluid film the dialogu fairli mediocr time score good master a rather annoy prolifer american accent pervad film well realli take one univers particularli zendaya overal good film achiev involv stori hero journey told much better see dune it neg though nice cinematographi good perform lead havier bardem provid much need comic relief well
