document_id,clean_text,sentiment
916,absolutely loved film start end everything felt fresh direction absolutely brilliant gunn would watch couple time gone cinema film really explored great deal superman life amazing character arc casting brilliant camera work insane music best gave literal goosebump certain scene knowing james gunn one come close comic expected thou many hated first look superman trust lot fun watch dc movie hope keep going wait see good movie dc,POSITIVE
917,glad saw cinema great scale detail design choice start story clark lois already together identity known thought took human side superman story away however loved rachel brosnahan lois david corenswet good superman enough action humour poignant moment entertain hour running time,POSITIVE
918,saw superman james gunn imax honestly really great time movie light fun full humor something expect really enjoyed try copy tone previous superman film instead told unique version story style energy visuals immersive pacing kept thing moving without ever feeling heavy grabbed popcorn sat back two hour forgot everything outside movie sometimes good time exactly lighthearted entertaining worth seeing big screen,POSITIVE
919,going get conversation rank amongst superman movie want say personally enjoyed good time watching last night throughout movie big smile face people may dislike tone movie movie go light hearted saturday cartoon feel epic fantastical embracing craziness sci fi element throwing wall episode superman animated series honestly mind love also really like new superman performance willing save help anybody show kindness even may get viewed negatively new lois lane think done really well standing ground always looking truth beyond story tough determined question superman action hold accountable new lex think also good beyond obsessed stopping superman willing anything matter get way krypto movie bother cute dog also help superman fight superman need line superman say lois rescue krypto say he scared afraid may good dog rescue line hit reason maybe ive dog really liked mr terrific would like see felt like hawk girl moment shine lot going happening effect character overall really great watching every interested see happens next character new version dc universe,POSITIVE
920,produce powerful well interpreted performance know stepped doggie doo doo turned potential cultural epic whoop broke good actor accidentally put dog poop chocolate ice cream cone since clark kent parent gosh darn hill billy may fully present canon kent often portrayed principled cautious hard working farmer screaming iphone country hick great work introducing potential sequel supergirl wonderdog interstellar negligent party drunk super pooper,POSITIVE
921,movie totally fun entertaining one time experience would say miss big dc fan movie totally made hyped future project vfx would notice company bad pacing would say get little bit meh instance get boring many overall would say superman bad bro love presence acting vulnerable give viewer sense tense feeling everyone safe lex luther fabulous job acting presence stole show literally deserves overall would say superman fan since kid would totally love comic accurate would still like overall would come disappointed good job dc wait see bring u,NEGATIVE
922,gen checking one place good way bad saw christopher reef superman ii iii theatre back early favorite super hero next batman growing really wanted love one review start great much thrown u short period term character action honestly feel completely exhausted watching new superman part feel like different movie guardian galaxy also directed gunn even stranger thing alien monster super hero fight mostly laughable new character feel like different comic audience really like new mr terrific felt like odd pairing score okay get teased john williams score often never fully land emotional level expect dancing around right superman played well new actor costume upgrade excellent lois well cast pant way short lol love superman super straight kiss lois lane never see change clothes phone booth anywhere else phone boothes anymore weird little lex luther okay prefer gene hackman sub plot saving international folk country never heard weak sauce visuals good design antarctica base top notch love robot editing gave whiplash something like part great krypton aka superdog two hour feel short heart missing ending teasing new film felt stay small sentimental mid credit scene make bit better maybe see,NEGATIVE
923,amazing amazing amazing everything perfect storyline character always james know work know adopt comic story story better way connected current affair amazing another thing see james baldly example shy away adopt colorful costume comic book dc always dark christopher nolan dark knight magic zack snyder cinematic magic james magic bringing good old time comic style character nostalgia amazing story continue least movie,POSITIVE
924,least entertaining although miss henry cavill one good start dcu overall enjoy mind blowing expect action already revealed trailer like try av fun watching expect much coz mean dcu even mcu great since stan lee demise get ur popcorn drink enjoy expect much gonna say movie like said moment cgi great,NEGATIVE
925,niceeee action sequence breathtaking without overdone cinematography capture grandeur intimacy superman world score equally stunning soaring emotional unforgettable whether longtime fan newcomer franchise film must see celebration everything superman represents courage compassion unwavering belief good triumph evil,POSITIVE
926,superman look like win unless fight someone power equal stronger solving everything random black hole come nowhere lazy dull kind black hole behaves like anyway superhuman superman gone left merely human one superman anymore super man watched one heard geon made gave pas honestly new justice league movie coming version superman going mesh batman need tonal balance way flashy colorful guardian galaxy worked character driven film superman whole identity overwhelming power paired course fatal weakness expect spider man godlike superhero like expect superman guy next door think weird one take superman stand different real next one better deliver,NEGATIVE
927,new superman movie easily second best dc film ever seen right dark knight trilogy attention detail remarkable casting absolutely superb one minor downside film jump straight story without delving much superman upbringing origin might bit challenging newcomer universe brief introduction extra minute dedicated backstory would made even better said film truly capture essence superman bringing hopeful inspiring tone character known reminiscent way marvel portrays spider man always optimistic dedicated good casting particular stand one film greatest strength much like robert downey jr iron man new actor embodies clark kent perfectly entire cast including new justice league member get glimpse fantastic overall james gunn done phenomenal job movie left wanting even two hour flew could easily enjoyed another hour solid,POSITIVE
928,nan,POSITIVE
929,movie exactly world need right superman embodies symbol hope look towards better tomorrow many people superman become boring mean shown powerful god emotion past film change everything within first minute see david corenswet completely knock park big blue boy scout exact right amount charm quirk superman almost science dynamic rachel brosnahan lois lane exceptional scene last minute two good really exemplifies performance script everyone else game nicholas hoult supreme level hating display wrote book hating irrationally angry every single scene mesmerizing since first film dcu cover lot base order proper setup script trust audience able accept lot thing order tell fulfilling story reminded lot grant morrison star superman author trust reader accept happening order tell story superman herculean task end making movie move breakneck pace thought pretty easily understandable however might case everyone story interesting interpretation superman story including origin time daily planet humanity loved every second james gunn directing style right alley understand people might like snappy different style love even could tell movie pretty ugly shot biggest defender fisheye lens moment uncomfortably weird also think definitely plotpoint got scrapped diminishes specific scene expected feel emotional character appeared one scene prior hour,NEGATIVE
930,quite enjoyed latest incarnation superman honest even perfect could also say every movie attempt reinvent superman see going superman done death endless movie tv show james gunns approach least different comedy really save movie cast excellent real effort put making flick entertaining jam packed idea fun movie overall agree nay sayers guardian galexy worked everyone plus alot random nonsense movie alot cgi questionable way much krypto cgi dog although even get laugh least added entertainment value,NEGATIVE
931,nan,POSITIVE
932,every last single beautiful movie perfect best movie superman also best movie ever made dc also best movie point right heart warming story brilliant character writing especially main character movie strong comedy much color etc might superman really strong strong henry cavil superman least totally wrong completely strong decides hold back keep humanity monster movie decides kill least kill quick know life every living precious strongest superman human feeling new superman showed u actual definition human emotion,POSITIVE
933,good movie character funny needed love dynamic clark parent really felt like walked right street smallville camera crew following around soon hit screen knew wife would cry end movie would say though felt like wb series moved big screen little let supergirl far soundtrack concerned comparison previous iteration supes always emotionally charged moving one fell flat day listen han zimmer soundtrack epic larger life music pulled movie point remember scene purely soundtrack cannot say anything memorable soundtrack surprising james gunn movie like crypto lot well lex nothing negative say character felt like comparison seen felt like superman little brother wearing clothes,NEGATIVE
934,went amazon prime early access viewing last night wow ride going billion dollar release fan word mouth flew pun intended cannot wait see may buy another ticket weekend full emotion amazing special effect great story fence go see would give ten one thing thought little silly keep spoiler free thought corenswet fantastic job felt like superman thew actor playing mr terrific also put great performance stood,POSITIVE
935,movie take superman something think seen since creation first superman movie christopher reef entirely new take superman god destroy everything one punch rather someone human still learning universe immense potential see introducing new character core member justice league something work great put together correctly say pretty kiddy grittier version superman justice league movie like one zack snyder made however acting good around think could start something bigger road david corenswet well also,POSITIVE
936,nan,POSITIVE
937,acting dialogue camera work editing budget story theme pure entertainment factor pacing suspension disbelief non cringe factor lack flashback special effect video quality fun flick superman fun light comic like thing make look cheap rushed many actor short scene terrible camera work never stand still everything feel rushed fake overall plot enough full season single movie enough great shame spectacular story rushed much get weaker parent also dull get point yet scene drag much drag making feel tad lacking yet overall fun ride start finish want experience sure maybe even soon quite top tier comic book movie show genre remain ongoing think less rushed sequel split part could even bn box office per movie need better camera work fewer plot line nearly grand superman movie show character still make exciting story yet superman comic really best genre many story left tell batman much fun varied,NEGATIVE
938,breathtaking opening scene heart pounding finale superman cinematic triumph brilliantly revitalizes iconic man steel new generation directed masterfully film strike perfect balance spectacular action deeply emotional storytelling nuanced character development david corenswet delivers outstanding performance superman clark kent flawlessly capturing character humanity vulnerability unparalleled strength portrayal feel authentic fresh reminding audience superman remains enduring symbol hope equally mesmerizing chemistry corenswet rachel brosnahan lois lane whose dynamic relationship add genuine heart depth villainous lex luthor brought life exceptional performance present formidable intellectual threat pushing superman limit way rarely seen script smartly delf moral complexity allowing luthor shine villain compelling multi dimensional antagonist visually film nothing short extraordinary every frame carefully crafted capturing superman grandeur awe inspiring cinematography state art visual effect never overshadow narrative action sequence thrilling yet purposeful serving story rather existing purely spectacle perhaps make superman truly remarkable unwavering commitment optimism hope krypto era superhero film often lean toward darker theme movie refreshingly embrace core superman legacy belief humanity potential good triumphant return form superman respect storied legacy boldly chart new exciting course forward must watch masterpiece reignites spirit heroism inspiration setting new standard superhero storytelling welcome back superman missed,POSITIVE
939,nan,POSITIVE
940,james gunn trying rework well known story rather create new world tell new story within bond david corenswet great fit role superman beginning film rack brain bit understand happening story developed nicely eye came together perfectly end story particularly extraordinary goal film world building executed well supporting character complement main character well nathan fillion green lantern showed great potential lie green lantern dc universe causing several smiling moment edi gathegi mister terrific took show several time giving character great introduction cinematic world superdog plain cute visuals majestic bringing real superman feeling music nostalgic bringing back atmosphere old movie new guise even though movie take seriously still good fun overall great movie james gunn showed lay foundation new cinematic universe dc,POSITIVE
941,movie started really strong amazing setup great introduction clark superman fumbled towards middle ended think anticlimactic ending anda lackluster final fight however last scene good conclusion reminded flash deadpool wolverine lot better prioritized fun enjoyable experience really strong plot lot great element especially gunn tried incorporate geopolitics bit underdone aspect acting good around visuals part,POSITIVE
942,goodness huge disappointment anyone familiar superman story would totally confused lost stupid silly script weak cast even superman parent seem good enough strange storyline event moving way fast adding weird looking superheroes rather annoying dog saving day whole thing felt like watching star trek movie,NEGATIVE
943,never actually reviewed movie one vibrant colourful funny action packed full brilliant moment think david corenswet make amazing superman human relatable way seen since christopher reeve enjoyed superhero film since avenger endgame really hoping james gunn make could give star would ignore bad review calling dull cluttered chaotic load rubbish henry cavills version great dark gritty humourless way david really encapsulates expect real life modern superman great like reeve tyler hoechlin opinion,POSITIVE
944,typically dc movie dark moody completely understand desire move past year line separated marvel dc blurred little fan world gained something movie also lost something light james gunn skipped foundational stuff room lot levity sure many others used dc said bad clearly made james gunn style seemed like next natural step suicide squad heavier camera work still alot action humor bright color feel like dc movie felt like james gunn movie david corenswet made pretty good superman gorgeous flying looked real fight scene looked legit although think camera work helpled alot superman curl drama surrounding suit got first look wore well stereotypical characteristic superman fine member justice gang well weird seeing mighty superman reboot guy needed help multiple people dog movie made insatiable audience used seeing multiple hero screen point understand written way fun predictable action packed visually interesting change anybody life personally still think man steel better movie depiction superman fun summer movie,NEGATIVE
945,still think better super hero movie best superhero movie anyone could enjoy event friend family came watch movie second time watching movie first time part dont remember single person room didnt enjoy type people room ranging baby cousin best friend grandma like dont understand like movie never big superman guy ive always batman guy movie made come love superman ive also always dc marvel guy never great movie growing new universe enter peak dont know james gunn put movie cant get enough crazy cause ive havent really huge fan james gunns previous work part like theyre entertaining whole level movie leaf best feeling visually beautiful like cant even begin describe consider superhero fan give chance understand maybe everyone everyone love much gotta give shot,POSITIVE
946,nan,POSITIVE
947,james gunn take crack superman get mixed result process corenswet actually good pick caped hero henry cavill solid pick problem movie character heck nathan fillion amazing hilarious green lantern hoult fantastic lex luthor like casting choice problem movie lack character building subpar writing poor world building feel like thing move rapid pace cohesive easy keep scene feel long top get back casting much like still get background character feel pointless like hoover cat grant really eye candy wear revealing outfit kind ridiculous silly compare day film like man steel batman v superman film pro con good bad way eisenberg much worse hoult luthor maybe cavill much better superman sure bottom line movie par man steel even know better batman v superman honest amazing moment film despite flaw iteration superman perfectly fine break new ground seen story know dynamic clark lois modern take story thing may look little different really like funny moment lighthearted moment like superman character like villain none fully make lackluster script lack big moment grown accustomed truly great superhero film,NEGATIVE
948,nan,POSITIVE
949,worth watch somewhat enjoyable popcorn movie definitely worthy anything six star rating typical james gunn film humor weaker project none character charisma screen presence except little bit luthor though seem menacing much interesting dialogue another generic villain superhero movie also getting tired music choice gunn project horrible taste music hire horrible people handle music think people desperate half decent dc movie rating higher deserves worth watch think worth six star rating someone easily entertained impressed,POSITIVE
950,went theater without expectation movie great start villain get skin nice cameo movie setting come dc nice introduction superman lane jimmy watch de cw show nothing character adding new character make movie better new superhero new take old one movie action comedy romance superman powerful like past take whole justice league minute must see movie like superheroes,NEGATIVE
951,nan,POSITIVE
952,wonderful superman modern hollywood type super masculine powerful apparently powerful continually get beat throughout movie good acting good cgi good action lousy plot lousy conception lousy characterization lousy continuity political commentary subtle much depending level awareness current event feel sorry younger generation fed amoral slop given nothing aspire mediocrity wishy washy hated sorry watched watch gunn entirely missed point human better human instilling desire rise base instinct others superman,NEGATIVE
953,impressed watching theater amazing cinematic experience year superman delivered great pacing compelling story strong character development storyline spectacular superman sent earth save humanity hated lex luthor want destroy nicholas hoult portrayal lex luthor outstanding way acted delivered character screen pure magic genuinely impressed performance david superman clark kent also excellent felt like superman ripped straight comic really liked guy gardner green lantern film fun likable character construct especially kaiju scene top tier justice gang fun addition serving solid introduction justice league dcu something really looking forward action flight sequence amazing watch favorite moment kaiju scene final battle fortress solitude flight overall fantastic start dcu truly felt like masterpiece,POSITIVE
954,nan,POSITIVE
955,superman first idol life definitely go theater watch movie superman expect movie would good far exceeded expectation kal human human lois charge save lover mr excellence whose move handsome superman super cute dog krypto owner unconventional plot twist simple character portrayal film made feel excitement refreshment satisfaction watching superman cartoon childhood plan watch movie miss two easter egg end although second easter egg appear entire list finished length ten time first one film finally reveals secret superman recognized wear glass haha,POSITIVE
956,nan,POSITIVE
957,thank james gunnn superman superman movie hopeful packed action great sci fi fan older superman film even cartoon film blast perfect gave star let put way watching weekend hand going make people want watch superhero movie producer reading review hand james gunn key let fly starship away,POSITIVE
958,james gunn placed charge rebooting ailing dc cinematic universe move came declaration focus would creating great individual movie loose connection rather obsessively cram everything convoluted cinematic continuity mind first new film dcu phase god monster superman glibness aside called superman certainly filling world going seem service telling story brief bit text fill u gunn world letting u know super powered people fairly common place superman strongest introduced bloodied supes dog krypto robot staffed fortress solitude plot plenty going potential war revelation superman parent citizen mistrust man steel interaction justice gang mostly boil lex luthor desperately wanting put big blue ground concern james gunn man deliver lighter version character cinematically stuck morose mode past decade reputation bit mean filmmaker someone prefers harder edged character putting wringer service pathos even joke turn know reign sensibility focus silliness tonal clash attempt emotion thoroughly undercut joke focusing humorous side right call plenty nod world advanced military prepared gun unarmed civilian call war billionaire pulling string politician angry online literal monkey spreading toxicity tonally plot wise term visual aesthetic probably closest picking superman comic live action film come pretty much casting choice prove inspired david corenswet certainly look part brings disarming naive charm role playing less stoic human previous incarnation spends vast majority time suit great would nice see little clark lois rachel brosnahan together great dynamic chemistry nichola hoult give manic flat evil version lex luthor entertaining every time screen whether posing sunglass berating employee full meltdown hero show film justice gang pretty funny nathan fillion obnoxious green lantern looking ridiculous eli gathegi almost stealing movie genius mr terrific third member hawkgirl isabela merced make given least film certainly delivers fun action realises spectacle superman pretty well although arguable best action sequence belongs mr terrific thing move briskly meaning film dealing impact superman world get much time take repercussion going outright disappointment score lack impact riffing iconic original theme superman film indeed strip character back fundamental never giving choosing right thing lot noise film term plot visuals somehow get board idea guy fly around cape shooting laser eye taken seriously find action packed fun blockbuster enjoy monkey furiously typing,NEGATIVE
959,comic book cinema got shot pure hope whole lot heart superman return form rebirth know needed think classic comic book vibe meet lovingly modernised lois clark dialled eleven polished way cooler anything could managed man steel felt super since christopher reeve first showed u truth justice great hair looked like lex luthor step aside previous incarnation nicolas hoult delivers performance sharp smooth menacing deserves monument metropolis chaotic genius bottled billion dollar tailoring special mention lois finally version smart sassy wildly annoying refreshing see proper co lead instead person constantly peril elephant cosmic room nathan fillion james gunn mate love good recurring cast gag staging one man green lantern flashmob yes joke yes fine point contract written lantern blood still fun never stop action thunder screen tone hit rare sweet spot emotional entertaining humour trip krypto paw furry little legend enough charisma steal scene chew space bone superhero flick celebration everything superman iconic idealistic inspiring leave cinema feeling like could punch steel hug planet time go see feel rumble chest feel hope superman back never looked better,POSITIVE
960,nan,POSITIVE
961,nan,POSITIVE
962,new superman reboot hit sweet spot blend bright colorful vibe comic grounded relatable tone probably one compelling take man steel recent year dark heavy handed superman hopeful positive full heart walked theater big smile film brought back wave nostalgia reminding good old comic book cartoon day one favorite part krypto superdog fun emotional addition story james gunn writing really shine tell respect character deeply superman stand mean fan crafted story feel timeless relevant subtly echoing real world tension like war global uncertainty without getting preachy honestly skeptical nicholas hoult lex luthor surprised brings right mix charm menace really feel character obsession hatred toward superman theatrical watch absolutely yes one deserves seen big screen superman movie know needed,POSITIVE
963,first even feel like superman film nothing super character portrayed film yelling making joke saving dumb animal human whatnot everything movie amateur writing directing cinematography lighting music trash gonna rewatch man steel remind real superman movie look feel like liked gunn guardian dumb,NEGATIVE
964,nan,POSITIVE
965,nan,POSITIVE
966,superman need superman great adaptation character like little hope bottle based origin know son krypton guy always save planet case meet human part superman dilemma like earth thing need david corenswet great superman best like new dcu let talk elephant room nicholas hoult great lex luthor word describe problem movie best movie james gunn love director movie series essence recommend much card love character music color exactly superman exactly definition punkrock,POSITIVE
967,avid fan superman throughout year existence witnessed first ever christopher reef superman cinema parent child era christopher reef injury superman lost movie henry cavill came iconic man steel superman measure equal christopher nolan dark knight rise epic right wether story line told actor used play main role superman opinion committed suicide lame one made really sad major serious element ingredient made man steel totally missing one starting uncharasmatic lead actor comparison henry cavill fitted superman like hand glove oh hollywood opted drop beyond cone main course story movie executed childish even kid sitting next yoaning throughout owe factor missing disjointed story line clich special effect zero injeniutty involved made movie feel like tasteless chunk steak look elite outside yet dig notice flaw seriously folk one hell let marginally saved notion movie many included draw parallel certain major conflict current taking place alone strange especially coming hollywood yet seems favour weak thier suffering thier actually proven intentional movie maker would seriously consider reviewing review probably give two star soley rate movie basis strong enough basis make swallow anything regardless lame daft look actually serf greater good mankind,NEGATIVE
968,came cinema feeling happy overwhelmingly positive perfect film course cgi spotty place seriously think people get caught thing like sure rewatch may notice bit overall brilliantly fun film given star instead really want support kind filmmaking actually enjoy last film iteration superman think took interesting turn funny hate one enjoy man steel took gritty approach version overwhelmingly hopeful think shine much better light character superman whole want grittier superhero batman literally many brilliant dark superheroes one best thing superman hope happiness would easy fall trap thinking superman nice boring character instead film embrace simplicity show actually simple nice achieved sheer resilience face adversity personal struggle powerful message look superman dark punk rock joke also really appreciated bright colour lovely cinematography nice comic book feel also dog best character wait see new supergirl,POSITIVE
969,nan,POSITIVE
970,reinterpretation classic superhero story feel right actor fully committed character supporting cast member fulfilling role fantastic portrayal lex luthor chemistry lois clark present david take name clark superman show wide range actor superman many element story assumed familiar audience yet still enjoyed without much depth krypto deserves series something like adventure krypto little makeup secuence fixed gci take interesting secuences always look great,POSITIVE
971,always loved superman franchise classic christopher reeve superman henry cavill man steel even love brandon routh superman think fantastic job show bit easy please would say david corenswet portrayal superman quite similar christopher reef imitation thought version would whiny based trailer intrigued teaser showing beaten wheezing got theater managed expectation well movie cheerful colorful snyderverse superman played henry cavill corenswet portrayal superman human vulnerable clearly powerful see good heart feel pain rejected people tried help nicholas hoult lex luthor solid angry evil fully aware perfect foil corenswet side character great lois lane played rachel brosnahan pivotal character waiting rescued love interest question superman clark kent action sincere way actually helpful justice gang capable need superman help also like james gunn included classic superman theme movie though bit modified credit similar style donner version fit tone movie play nostalgia bit short new take superman character inspired classic richard donner movie christopher reeve titular character manages movie hope see,POSITIVE
972,nan,POSITIVE
973,nan,POSITIVE
974,first minute hard digest extremely hard look cgi extremely bad omg parent waaaaaaaas let say unappealing looking couple skip part daily planet cringe lois going apartment superman well clark already cooking breakfast night clearly sexual tension going mood building well berated interview killing mood within first minute annoying cutting foot every moment interview clearly know right ish get good story smh whole idiot good reading story important saving life like wth woman seem hole anything get mad leaf crazy lex raise question look movie like little thing distraction lex hack superman computer absolutely terrible cuz started small cut huge trying squash superman like editing super bad people standing close dangerous proximity fighting monster running away stupid security system place like wtf god awful writing point minute movie way superman seem fragile wimpy pathetic far use superman swarming grunting much like female awful like dude wth broken bone really like really people exiting building thing blow fire superman flame go inside building nothing happens people dark smoke residue get yet fire mostly blue take green lantern make speaker tell people leave area like serious best thing movie far mr terrific frfr video right superman justice gang take monster tacky move stupid movie walk building collect thought mr terrific brings go place life wtf bad writing best talk house lois green lantern fighting background cringe look magical doe dude could turn kryptonite wild stupid lex cold doe baby doe really dude cool idc alien bruh listen terrific garage door annoying breaking thing slow motion crazy corny kansa family odd lex bad better dude snyder dc frfr still awful doe dog real mvp frfr,NEGATIVE
975,superman mark strong optimistic new beginning dc universe james gunn direction rather retelling well worn origin story film place clark kent directly complexity balancing humanity heroic identity approach make character relatable emotionally resonant david corenswet delivers grounded charismatic performance capturing vulnerability hope define superman rachel brosnahan brings sharp wit strength lois lane nicholas hoult offer sophisticated compelling take lex luthor dynamic ensures film relationship feel authentic engaging stylistically film balance vibrant visuals moment humor heart embracing lighter tone compared recent superhero entry pacing occasionally feel dense energy optimism outweigh flaw early reception positive critic audience praising sincerity colorful world building thematic focus hope strong performance emotional depth revitalized vision superman successfully reposition man steel symbol inspiration new era,POSITIVE
976,even know start gonna keep spoiler free every single theme movie amazing movie exactly superman movie could learn thing two watching way superman acted throughout whole movie felt real human unlike man steel actually showed emotion reminded superman important character hero symbol hope story heart meaning rely flashy action showed strength compassion something enough superhero film focus super excited see whatever james gunn franchise direction heading dc might finally finding true voice,POSITIVE
977,james gunn superman completely different version used see god like creature face problem like human technically eliminates entire idea super human however different approach still manages attract audience creative narration screenplay alongwith goofy element creature world many character one compare superman movie clearly indicates towards extending new dc universe music good hopeful vfx goofy creative actor acted well specially nicholas hault nailed lex luthor movie feel really fresh unlike superhero movie make different fan superhero movie one heroic action sci fi goofy kid family superhero interesting,POSITIVE
978,well expect much movie blown away character well developed david perfect superman clark kent story well developed people want superman story humour awkward sometimes overall enjoyed humour see overall campy comedic visual effect brilliant love camera move along superman believe james gunn fantastic job movie cast crew putting heart movie clearly see movie comic book big screen love must watch sure,POSITIVE
979,stupid keep trailer surprise see whole movie eventually well love gunn superman like good corenswet superman figure etc superman still reeve routh kind taking heritage better nothing special one movie made pray like flop flop come please starting superman tough know well people like think question ok another superman started big test definitely replying question course extraordinary script executed superb cinematography good enough mr gunn please learn reflect sequel would definitely free fight zone super dynamic script like mind costume justice gang easily people turned againts superman spiderman libelled mysterio way better displaying conflict,POSITIVE
980,went see new superman movie yesterday already review movie already earned back every dime put movie debuted day ago clearly blockbuster movie positive stuff told friend decided see movie even though huge fan superhero movie fortunately enjoy movie much would also recommend see many review far going lengthy review talk lot plot done many many time already instead want talk liked disliked movie positive side film rousing tends elicit sort positive emotion viewer real crowd pleaser also really terrific performance story disappoint word great film however despite giving movie small thing like first foremost hated character cat grant movie comic complex competent newspaper editor movie simply hot woman pushup bra shirt unbuttoned way far take seriously also little character development reason movie second first third movie dark think usually hate superhero movie fortunately get better film progress third film overwhelming many huge huge stunt action get bit action fatigue film progress minor quibble small reason justify giving movie well worth time way great seeing cincinnati union terminal movie surprised see art deco masterpiece often film made great headquarters green latern cohort ever town mean visit house nice museum delight eye,POSITIVE
981,new emblem stand new modern dynamic approach different superman indeed good sort boring mid film chapter weird soundtrack choice aside say enjoy despite hardcore fan christopher reeve movie story thin much screen time certain side character definitely hurt movie also david portrayal fluctuating superman superboy latter clearly dominating unfortunately joke land others uncalled ruin momentum bottom line fun movie probably fun since superman ii storywise way league,NEGATIVE
982,movie amazing feel like kid watching movie go watch experienced imax firstly must say dc studio safe hand james gunn co ceo writter director filling like comic book based dc meant overview superman get drawn conflict home abroad action questioned giving tech billionaire lex luthor opportunity get man steel way good intrepid reporter lois lane superman four legged companion krypto able help late,POSITIVE
983,like people going film unsure whether would hit right note superman film following string failed superman movie also following truckload underwhelming dc film task even accomplished filmmaker would admit would extremely difficult pull honor needed restored superman name warner brother went usual greedy mindset film would doomed fail admit even though still sketipcal warner brother part still want see dynamic dc cinematic universe love superman animated series love batman animated series seeing work together excellent world finest special breathtaking likable character work together accomplish common goal exhilarating happy got taste justice gang really james gunn chose lot underrated hero act superman supporting cast brave bold fan happy see guy gardner make cinematic debut love creation power movie may little long opening scene may little weird superman facedown snow god damn since seen good superman movie action dynamic drama delf interesting new take superman reminds lot goku origin story acting fun actually like bratty version lex luthor reveal ending left fat smile moment superman learns thing change thing stay think really inspiring highly recommend film aware zack snyder fan may hesitant watch new dc film argue shifting gear lead new opportunity,POSITIVE
984,second star really cgi going lie biggest dc fan never marvel man review serious character introduced actually pop pop left right wonder missed previous movie think usually watch every marvel dc movie tv series movie try comic sure put look like expensive kid play,NEGATIVE
985,james gunn delivers ambitious superman generous scope emotionally sincere nonetheless sacrifice narrative cohesion favor setting stage broader shared universe film try balance clark kent personal journey introduction multiple character setting story thread meant seed future installment balance always hold heart story intact hope kindness eternal conflict superman alien origin human upbringing gunn clearly understands character respect legacy afraid give timely symbolic weight still urgency build larger framework evident character feel like trailer upcoming project natural element current plot weakens central dramatic arc add structural noise yet still good film visually appealing well acted moment genuine emotional impact confident directorial hand get right wrong man steel something else entirely different priority launchpad promising tighter script next chapter gunn may well deliver something truly great worthy bold first step,POSITIVE
986,nan,POSITIVE
987,lifelong dc comic fan especially superman someone endured underwhelming take man steel since day christopher reef movie absolute breath fresh air found smiling entire way nostalgic comforting comic book feel tone missing many modern superhero film critic become accustomed grand spectacle marvel universe forgotten felt like open comic book first time film delivered perfect mix character development world building heart truly refreshing take hit every mark wait sequel,POSITIVE
988,nan,POSITIVE
989,nan,POSITIVE
990,nan,POSITIVE
991,finally right track big bright beautiful world grew watching superman ta justice league unlimited come life big screen film throw superman world year first appeared superman still early day still learning go film perfect felt fact superman good guy thrown bit frequently unsubtley audience face humour goofyness offset enough scene gravitas think criticism film overall really fun ride feeling excited come next humming buuhh buh buh buh buh way home cinema film perfectly cast every character felt authentic acting superb stand out lois jimmy terrific guy lex hoult definitely taken crown rosenbaum krypto add lot humour steal every scene he good boy start film character took time grow superman settled realisation clark kal el still young met key ally yet fought greatest foe excited see character grow though future film see version superman working really well well cast batman word jonn jonzz finally kal el krypton immigrant star taught u hero,POSITIVE
992,felt childish time weak character development truly stupid immature character unrealistic poorly acted character debating high rating actually want go watch likely lived krypto lot dog made movie laughable superman point bit realistic decent plot could swallow science fiction thrown fulfill gap story worth watching long get decent price,NEGATIVE
993,watching movie like time day fully admit fan previous iteration movie might best superman movie yet fun silly time hit feel get serious end filled joy want better good perfect sometimes humor may come flat put overall experience genuinely would recommend excited come even average non comic book fan even fan previous movie find something enjoy near perfect,POSITIVE
994,honestly confident going cinema based picture secances seen social network mostly twitter thaugh would childish mind superman man steel bound wrong fact superman certainly comic accurate universe introduced movie give hype future visual atmosphere film unique super hero movie introducing new dc universe character make thing bit confusing explained fact time james gunn side conclude success whatever appreciated film want see sure,POSITIVE
995,liked nothing movie nether new superman suit weird red underwear story hope bring henry cavill back much superman comic fan henry cavill justice role suit way better please get red underwear poorly stitched suit cavill snyder zimmer much action destruction fight scene technology controlled superman villain double role messed liked general zod gave superman tough time destruction caused due movie really suck everything,NEGATIVE
996,got good thing say movie cinematography great colorful unique etc acting great character likable nicholas hoult lex luthor phenomenal familiar comic sure accurate absolutely loved performance thing got little superman strength felt like definitely went wee bit human fantastic movie,POSITIVE
997,nan,POSITIVE
998,snyder superman always remembered u snyder superman always shown like god embodiment hope corenswet classic comic accurated cavill superman era henry cavill superman zack snyder movie shown serious powerful figure story focused lonely hero trying find place world people afraid strong often struggled deep question right wrong shown almost like god quiet serious carrying heavy burden saving world main goal protect humanity also understand really accepted people hand david corenswet superman new dc universe like classic comic book version character younger hopeful much human personality kind smile often connects easily people around story expected show balance life clark kent reporter superman hero main goal inspire hope help others kindness symbol good world unlike cavill superman feel like distant god like friendly hero among u,POSITIVE
999,totally disaster ruined many character story full bug james gunn like surperman character figured clown know superman ta animation ta serious though also interserting humorous section james gunn superman chaos seems like understand difference interesting stupid every people movie like naughty stupid kid even lex luthor one smart poeple earth stupid clever plan everyone betray easliy show fury,NEGATIVE
