model,json_file,section,BERTScore_F1,BERTScore_P,BERTScore_R,F,R,A,C,U
awesometeng/TGL-3,8a1arr3v.json,caveats_recommendations,-0.6190547943115234,-0.4680255055427551,-0.7651156783103943,1,2,1,5,1
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,rhxqpva5.json,model_details,-0.8022426962852478,-0.8182023763656616,-0.7920684218406677,1,2,1,5,1
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,rhxqpva5.json,intended_use,-0.7000831961631775,-0.6056663990020752,-0.7957531809806824,1,2,1,5,1
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,rhxqpva5.json,generative_capabilities,-0.7300539612770081,-0.670875072479248,-0.7930797338485718,1,2,1,5,1
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,rhxqpva5.json,safety_considerations,-0.7300539612770081,-0.670875072479248,-0.7930797338485718,5,5,5,5,5
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,rhxqpva5.json,training_data,-0.32241886854171753,-0.20629864931106567,-0.43705934286117554,5,5,5,5,5
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,rhxqpva5.json,performance_metrics,-0.7300539612770081,-0.670875072479248,-0.7930797338485718,1,2,1,5,1
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,rhxqpva5.json,ethical_considerations,-0.780816376209259,-0.7751005291938782,-0.7922912836074829,1,2,1,5,1
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,rhxqpva5.json,caveats_recommendations,-0.6679567694664001,-0.53566974401474,-0.79761803150177,1,2,1,5,1
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,kw3hgbmf.json,model_details,-0.8022426962852478,-0.8182023763656616,-0.7920684218406677,1,5,1,5,1
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,kw3hgbmf.json,intended_use,-0.7000831961631775,-0.6056663990020752,-0.7957531809806824,1,5,1,5,1
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,kw3hgbmf.json,generative_capabilities,-0.7300539612770081,-0.670875072479248,-0.7930797338485718,1,5,1,5,1
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,kw3hgbmf.json,safety_considerations,-0.7300539612770081,-0.670875072479248,-0.7930797338485718,1,5,1,5,1
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,kw3hgbmf.json,training_data,-0.3633870780467987,-0.2799887955188751,-0.4481213688850403,5,5,5,5,5
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,kw3hgbmf.json,performance_metrics,-0.7300539612770081,-0.670875072479248,-0.7930797338485718,1,5,1,5,1
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,kw3hgbmf.json,ethical_considerations,-0.780816376209259,-0.7751005291938782,-0.7922912836074829,1,5,1,5,1
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,kw3hgbmf.json,caveats_recommendations,-0.6679567694664001,-0.53566974401474,-0.79761803150177,1,5,1,5,1
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,buvldd9f.json,model_details,-0.30653929710388184,-0.027749842032790184,-0.55913245677948,5,5,5,5,5
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,buvldd9f.json,intended_use,-0.5575078129768372,-0.3825799226760864,-0.724168598651886,4,5,4,5,4
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,buvldd9f.json,generative_capabilities,-0.7074833512306213,-0.6310425996780396,-0.7866083383560181,3,5,3,4,3
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,buvldd9f.json,safety_considerations,-0.7300539612770081,-0.670875072479248,-0.7930797338485718,1,5,1,5,1
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,buvldd9f.json,training_data,-0.4155625104904175,-0.19171959161758423,-0.6234055757522583,3,5,3,4,3
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,buvldd9f.json,performance_metrics,-0.7300539612770081,-0.670875072479248,-0.7930797338485718,1,5,1,5,1
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,buvldd9f.json,ethical_considerations,-0.780816376209259,-0.7751005291938782,-0.7922912836074829,1,5,1,5,1
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,buvldd9f.json,caveats_recommendations,-0.6679567694664001,-0.53566974401474,-0.79761803150177,1,5,1,5,1
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,kxzuu80m.json,model_details,-0.13422556221485138,0.11368927359580994,-0.3622611463069916,5,5,5,5,5
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,kxzuu80m.json,intended_use,-0.3036465346813202,-0.08674633502960205,-0.5058343410491943,3,5,3,4,3
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,kxzuu80m.json,generative_capabilities,-0.1203078031539917,0.1645888090133667,-0.378299355506897,5,5,5,5,5
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,kxzuu80m.json,safety_considerations,-0.7300539612770081,-0.670875072479248,-0.7930797338485718,1,5,1,5,1
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,kxzuu80m.json,training_data,-0.1881851851940155,0.0858633741736412,-0.43731579184532166,4,5,4,5,4
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,kxzuu80m.json,performance_metrics,-0.370276540517807,-0.13068938255310059,-0.591122567653656,5,5,5,5,5
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,kxzuu80m.json,ethical_considerations,-0.780816376209259,-0.7751005291938782,-0.7922912836074829,1,5,1,5,1
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,kxzuu80m.json,caveats_recommendations,-0.3666541576385498,-0.15270036458969116,-0.5663349628448486,5,5,5,5,5
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,b1l6314c.json,model_details,-0.29696011543273926,-0.11172986030578613,-0.47238367795944214,5,5,5,5,5
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,b1l6314c.json,intended_use,-0.33325880765914917,-0.01840450055897236,-0.6140145659446716,4,5,4,5,4
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,b1l6314c.json,generative_capabilities,-0.3445660173892975,-0.13275811076164246,-0.5424695611000061,5,5,5,5,5
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,b1l6314c.json,safety_considerations,-0.7300539612770081,-0.670875072479248,-0.7930797338485718,1,5,1,5,1
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,b1l6314c.json,training_data,-0.33571046590805054,-0.16056208312511444,-0.5024887919425964,4,5,4,5,4
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,b1l6314c.json,performance_metrics,-0.32833361625671387,-0.10764122754335403,-0.5336589813232422,5,5,5,5,5
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,b1l6314c.json,ethical_considerations,-0.780816376209259,-0.7751005291938782,-0.7922912836074829,1,5,1,5,1
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,b1l6314c.json,caveats_recommendations,-0.3229472041130066,-0.07142652571201324,-0.5535977482795715,3,5,3,4,3
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,qe4lohhc.json,model_details,-0.06327743828296661,0.32909658551216125,-0.4041774868965149,5,5,5,4,4
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,qe4lohhc.json,intended_use,-0.3325941562652588,-0.024620577692985535,-0.6080245971679688,4,4,4,4,3
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,qe4lohhc.json,generative_capabilities,-0.05408816784620285,0.36635062098503113,-0.41564664244651794,5,4,5,4,4
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,qe4lohhc.json,safety_considerations,-0.7300539612770081,-0.670875072479248,-0.7930797338485718,1,1,1,1,1
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,qe4lohhc.json,training_data,-0.1734304279088974,0.06145893782377243,-0.3906864523887634,5,5,5,5,5
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,qe4lohhc.json,performance_metrics,-0.3464755415916443,-0.1082114726305008,-0.5662769675254822,5,5,5,5,5
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,qe4lohhc.json,ethical_considerations,-0.780816376209259,-0.7751005291938782,-0.7922912836074829,1,1,1,1,1
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,qe4lohhc.json,caveats_recommendations,-0.6679567694664001,-0.53566974401474,-0.79761803150177,1,1,1,1,1
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,u9td0v2z.json,model_details,-0.8022426962852478,-0.8182023763656616,-0.7920684218406677,1,1,1,2,1
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,u9td0v2z.json,intended_use,-0.7000831961631775,-0.6056663990020752,-0.7957531809806824,1,1,1,1,1
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,u9td0v2z.json,generative_capabilities,-0.7300539612770081,-0.670875072479248,-0.7930797338485718,1,1,1,1,1
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,u9td0v2z.json,safety_considerations,-0.7300539612770081,-0.670875072479248,-0.7930797338485718,1,1,1,1,1
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,u9td0v2z.json,training_data,-0.32241886854171753,-0.20629864931106567,-0.43705934286117554,2,2,2,2,2
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,u9td0v2z.json,performance_metrics,-0.7300539612770081,-0.670875072479248,-0.7930797338485718,2,2,2,2,2
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,u9td0v2z.json,ethical_considerations,-0.780816376209259,-0.7751005291938782,-0.7922912836074829,1,1,1,1,1
jerry128/Qwen2.5-7B-Instruct-MUSIQUE-GRPO-STEP-CL,u9td0v2z.json,caveats_recommendations,-0.6679567694664001,-0.53566974401474,-0.79761803150177,1,1,1,1,1
all-hands/openhands-lm-32b-v0.1-ep3,p4juw7wr.json,model_details,-0.21978329122066498,-0.17000894248485565,-0.27241021394729614,2,5,5,3,5
all-hands/openhands-lm-32b-v0.1-ep3,p4juw7wr.json,intended_use,-0.29570746421813965,-0.10519646853208542,-0.4756418466567993,2,5,5,3,5
all-hands/openhands-lm-32b-v0.1-ep3,p4juw7wr.json,generative_capabilities,-0.3692375421524048,-0.2852288782596588,-0.45455312728881836,2,5,5,3,5
all-hands/openhands-lm-32b-v0.1-ep3,p4juw7wr.json,safety_considerations,-0.2947694659233093,-0.001821453683078289,-0.558600127696991,2,5,5,3,5
all-hands/openhands-lm-32b-v0.1-ep3,p4juw7wr.json,training_data,-0.38482365012168884,-0.28410574793815613,-0.48557689785957336,5,5,5,5,5
all-hands/openhands-lm-32b-v0.1-ep3,p4juw7wr.json,performance_metrics,-0.41463616490364075,-0.38104429841041565,-0.45226773619651794,2,5,5,3,5
all-hands/openhands-lm-32b-v0.1-ep3,p4juw7wr.json,ethical_considerations,-0.7026845812797546,-0.6505299210548401,-0.7589831948280334,2,5,5,3,5
all-hands/openhands-lm-32b-v0.1-ep3,p4juw7wr.json,caveats_recommendations,-0.612087607383728,-0.45187440514564514,-0.7661149501800537,2,5,5,3,5
all-hands/openhands-lm-32b-v0.1-ep3,0r35ikge.json,model_details,-0.22472544014453888,-0.18018843233585358,-0.2723415791988373,2,5,5,2,5
all-hands/openhands-lm-32b-v0.1-ep3,0r35ikge.json,intended_use,-0.15962956845760345,-0.006545417942106724,-0.30702391266822815,2,5,5,2,5
all-hands/openhands-lm-32b-v0.1-ep3,0r35ikge.json,generative_capabilities,-0.33373311161994934,-0.23986835777759552,-0.4280793368816376,2,5,5,2,5
all-hands/openhands-lm-32b-v0.1-ep3,0r35ikge.json,safety_considerations,-0.6634447574615479,-0.5674303770065308,-0.7604978084564209,2,5,5,2,5
all-hands/openhands-lm-32b-v0.1-ep3,0r35ikge.json,training_data,-0.3841346204280853,-0.2991131842136383,-0.4704258143901825,5,5,5,5,5
all-hands/openhands-lm-32b-v0.1-ep3,0r35ikge.json,performance_metrics,-0.4178411066532135,-0.3824111819267273,-0.4572609066963196,2,5,5,2,5
all-hands/openhands-lm-32b-v0.1-ep3,0r35ikge.json,ethical_considerations,-0.7026845812797546,-0.6505299210548401,-0.7589831948280334,2,5,5,2,5
all-hands/openhands-lm-32b-v0.1-ep3,0r35ikge.json,caveats_recommendations,-0.612087607383728,-0.45187440514564514,-0.7661149501800537,2,5,5,2,5
all-hands/openhands-lm-32b-v0.1-ep3,q20hwobm.json,model_details,-0.1330258697271347,-0.009852970950305462,-0.253684401512146,5,5,5,4,5
all-hands/openhands-lm-32b-v0.1-ep3,q20hwobm.json,intended_use,-0.267242968082428,-0.016805553808808327,-0.4971199631690979,5,5,5,4,5
all-hands/openhands-lm-32b-v0.1-ep3,q20hwobm.json,generative_capabilities,-0.3009289503097534,-0.11121055483818054,-0.4801875352859497,5,5,5,4,5
all-hands/openhands-lm-32b-v0.1-ep3,q20hwobm.json,safety_considerations,-0.35550907254219055,-0.08943836390972137,-0.5978175401687622,5,5,5,4,5
all-hands/openhands-lm-32b-v0.1-ep3,q20hwobm.json,training_data,-0.35867658257484436,-0.22046028077602386,-0.49317631125450134,5,5,5,5,5
all-hands/openhands-lm-32b-v0.1-ep3,q20hwobm.json,performance_metrics,-0.3493947982788086,-0.14741994440555573,-0.539039134979248,5,5,5,4,5
all-hands/openhands-lm-32b-v0.1-ep3,q20hwobm.json,ethical_considerations,-0.36449670791625977,-0.08428671956062317,-0.6180406212806702,5,5,5,4,5
all-hands/openhands-lm-32b-v0.1-ep3,q20hwobm.json,caveats_recommendations,-0.1244489774107933,0.015303182415664196,-0.2599746584892273,5,5,5,4,5
all-hands/openhands-lm-32b-v0.1-ep3,3hxyjckt.json,model_details,-0.22899621725082397,-0.10000590980052948,-0.3550628423690796,5,5,5,5,5
all-hands/openhands-lm-32b-v0.1-ep3,3hxyjckt.json,intended_use,-0.08703465014696121,0.10028643161058426,-0.2641882300376892,5,5,5,5,5
all-hands/openhands-lm-32b-v0.1-ep3,3hxyjckt.json,generative_capabilities,-0.22150918841362,0.016054898500442505,-0.4409146010875702,5,5,5,5,5
all-hands/openhands-lm-32b-v0.1-ep3,3hxyjckt.json,safety_considerations,-0.30512452125549316,-0.030980277806520462,-0.5540221929550171,5,5,5,5,5
all-hands/openhands-lm-32b-v0.1-ep3,3hxyjckt.json,training_data,-0.31012672185897827,-0.1887134313583374,-0.4295225441455841,5,5,5,5,5
all-hands/openhands-lm-32b-v0.1-ep3,3hxyjckt.json,performance_metrics,-0.2416115254163742,0.0015787818701937795,-0.46561092138290405,5,5,5,5,5
all-hands/openhands-lm-32b-v0.1-ep3,3hxyjckt.json,ethical_considerations,-0.2488965392112732,0.02638578601181507,-0.4988567531108856,5,5,5,5,5
all-hands/openhands-lm-32b-v0.1-ep3,3hxyjckt.json,caveats_recommendations,-0.06423556804656982,0.1411999762058258,-0.2568686306476593,5,5,5,5,5
all-hands/openhands-lm-32b-v0.1-ep3,1elou83g.json,model_details,-0.2047354131937027,-0.07381043583154678,-0.33249631524086,3,2,4,4,3
all-hands/openhands-lm-32b-v0.1-ep3,1elou83g.json,intended_use,-0.3279161751270294,-0.09672170132398605,-0.5419347286224365,3,2,4,4,3
all-hands/openhands-lm-32b-v0.1-ep3,1elou83g.json,generative_capabilities,-0.2939801514148712,-0.11491324752569199,-0.4641146659851074,3,2,4,4,3
all-hands/openhands-lm-32b-v0.1-ep3,1elou83g.json,safety_considerations,-0.34402602910995483,-0.1287543773651123,-0.544823944568634,3,2,4,4,3
all-hands/openhands-lm-32b-v0.1-ep3,1elou83g.json,training_data,-0.3314986526966095,-0.16071100533008575,-0.49450984597206116,3,2,4,4,3
all-hands/openhands-lm-32b-v0.1-ep3,1elou83g.json,performance_metrics,-0.6634447574615479,-0.5674303770065308,-0.7604978084564209,3,2,4,4,3
all-hands/openhands-lm-32b-v0.1-ep3,1elou83g.json,ethical_considerations,-0.3372092843055725,-0.09547509253025055,-0.5598646402359009,3,2,4,4,3
all-hands/openhands-lm-32b-v0.1-ep3,1elou83g.json,caveats_recommendations,-0.32033273577690125,-0.06936275213956833,-0.5505422353744507,3,2,4,4,3
all-hands/openhands-lm-32b-v0.1-ep3,47rrbefq.json,model_details,-0.26575613021850586,-0.10754641890525818,-0.41777005791664124,4,3,4,4,4
all-hands/openhands-lm-32b-v0.1-ep3,47rrbefq.json,intended_use,-0.05126463621854782,0.1764199435710907,-0.2626442313194275,4,3,4,4,4
all-hands/openhands-lm-32b-v0.1-ep3,47rrbefq.json,generative_capabilities,-0.2410973161458969,-0.021683046594262123,-0.44543057680130005,4,3,4,4,4
all-hands/openhands-lm-32b-v0.1-ep3,47rrbefq.json,safety_considerations,-0.2947694659233093,-0.001821453683078289,-0.558600127696991,4,3,4,4,4
all-hands/openhands-lm-32b-v0.1-ep3,47rrbefq.json,training_data,-0.3153245449066162,-0.15462476015090942,-0.4695602357387543,4,3,4,4,4
all-hands/openhands-lm-32b-v0.1-ep3,47rrbefq.json,performance_metrics,-0.29070845246315,-0.02351546660065651,-0.5340806245803833,4,3,4,4,4
all-hands/openhands-lm-32b-v0.1-ep3,47rrbefq.json,ethical_considerations,-0.3424943685531616,-0.11627446860074997,-0.5523880124092102,4,3,4,4,4
all-hands/openhands-lm-32b-v0.1-ep3,47rrbefq.json,caveats_recommendations,-0.08932878822088242,0.11933581531047821,-0.28469645977020264,4,3,4,4,4
all-hands/openhands-lm-32b-v0.1-ep3,56q37csu.json,model_details,-0.21871249377727509,-0.167027547955513,-0.2731640040874481,4,4,4,3,4
all-hands/openhands-lm-32b-v0.1-ep3,56q37csu.json,intended_use,-0.28405946493148804,-0.09307631850242615,-0.4643951654434204,4,4,4,3,4
all-hands/openhands-lm-32b-v0.1-ep3,56q37csu.json,generative_capabilities,-0.35066652297973633,-0.27444344758987427,-0.4286813735961914,4,4,4,3,4
all-hands/openhands-lm-32b-v0.1-ep3,56q37csu.json,safety_considerations,-0.2947694659233093,-0.001821453683078289,-0.558600127696991,4,4,4,3,4
all-hands/openhands-lm-32b-v0.1-ep3,56q37csu.json,training_data,-0.3794516921043396,-0.28275051712989807,-0.47651129961013794,4,4,4,3,4
all-hands/openhands-lm-32b-v0.1-ep3,56q37csu.json,performance_metrics,-0.41463616490364075,-0.38104429841041565,-0.45226773619651794,4,4,4,3,4
all-hands/openhands-lm-32b-v0.1-ep3,56q37csu.json,ethical_considerations,-0.3434796631336212,-0.12751413881778717,-0.54485684633255,4,4,4,3,4
all-hands/openhands-lm-32b-v0.1-ep3,56q37csu.json,caveats_recommendations,-0.27887576818466187,-0.03424219787120819,-0.503997802734375,4,4,4,3,4
Mungert/Vintern-1B-v3_5-GGUF,ytaul62c.json,model_details,-0.25522908568382263,-0.22213280200958252,-0.29188627004623413,5,1,1,1,1
Mungert/Vintern-1B-v3_5-GGUF,ytaul62c.json,intended_use,-0.6930556297302246,-0.6072119474411011,-0.7808443903923035,5,1,1,1,1
Mungert/Vintern-1B-v3_5-GGUF,ytaul62c.json,generative_capabilities,-0.7228310704231262,-0.6760918498039246,-0.7740320563316345,5,1,1,1,1
Mungert/Vintern-1B-v3_5-GGUF,ytaul62c.json,safety_considerations,-0.7228310704231262,-0.6760918498039246,-0.7740320563316345,5,1,1,1,1
Mungert/Vintern-1B-v3_5-GGUF,ytaul62c.json,training_data,-0.7228310704231262,-0.6760918498039246,-0.7740320563316345,5,1,1,1,1
Mungert/Vintern-1B-v3_5-GGUF,ytaul62c.json,performance_metrics,-0.7228310704231262,-0.6760918498039246,-0.7740320563316345,5,1,1,1,1
Mungert/Vintern-1B-v3_5-GGUF,ytaul62c.json,ethical_considerations,-0.768211305141449,-0.7717292904853821,-0.7704484462738037,5,1,1,1,1
Mungert/Vintern-1B-v3_5-GGUF,ytaul62c.json,caveats_recommendations,-0.661220908164978,-0.5340283513069153,-0.786356508731842,5,1,1,1,1
Mungert/Vintern-1B-v3_5-GGUF,f4mntfvg.json,model_details,-0.26664116978645325,-0.22392277419567108,-0.3126339614391327,5,5,5,5,4
Mungert/Vintern-1B-v3_5-GGUF,f4mntfvg.json,intended_use,-0.6930556297302246,-0.6072119474411011,-0.7808443903923035,1,5,1,5,1
Mungert/Vintern-1B-v3_5-GGUF,f4mntfvg.json,generative_capabilities,-0.7228310704231262,-0.6760918498039246,-0.7740320563316345,1,5,1,5,1
Mungert/Vintern-1B-v3_5-GGUF,f4mntfvg.json,safety_considerations,-0.7228310704231262,-0.6760918498039246,-0.7740320563316345,1,5,1,5,1
Mungert/Vintern-1B-v3_5-GGUF,f4mntfvg.json,training_data,-0.7228310704231262,-0.6760918498039246,-0.7740320563316345,1,5,1,5,1
Mungert/Vintern-1B-v3_5-GGUF,f4mntfvg.json,performance_metrics,-0.7228310704231262,-0.6760918498039246,-0.7740320563316345,1,5,1,5,1
Mungert/Vintern-1B-v3_5-GGUF,f4mntfvg.json,ethical_considerations,-0.768211305141449,-0.7717292904853821,-0.7704484462738037,1,5,1,5,1
Mungert/Vintern-1B-v3_5-GGUF,f4mntfvg.json,caveats_recommendations,-0.661220908164978,-0.5340283513069153,-0.786356508731842,1,5,1,5,1
Mungert/Vintern-1B-v3_5-GGUF,e2l4zjd5.json,model_details,-0.17752639949321747,-0.019829755648970604,-0.32900044322013855,5,5,5,5,5
Mungert/Vintern-1B-v3_5-GGUF,e2l4zjd5.json,intended_use,-0.3463311195373535,-0.05735969543457031,-0.6068537831306458,5,5,5,5,5
Mungert/Vintern-1B-v3_5-GGUF,e2l4zjd5.json,generative_capabilities,-0.3082994520664215,-0.06681399047374725,-0.5307995080947876,5,5,5,5,5
Mungert/Vintern-1B-v3_5-GGUF,e2l4zjd5.json,safety_considerations,-0.35578984022140503,-0.03276777267456055,-0.6427249312400818,2,4,2,3,3
Mungert/Vintern-1B-v3_5-GGUF,e2l4zjd5.json,training_data,-0.22831426560878754,-0.03312824293971062,-0.41222861409187317,5,5,5,5,5
Mungert/Vintern-1B-v3_5-GGUF,e2l4zjd5.json,performance_metrics,-0.2974556088447571,-0.06878861784934998,-0.5094242691993713,5,4,5,5,4
Mungert/Vintern-1B-v3_5-GGUF,e2l4zjd5.json,ethical_considerations,-0.3626083433628082,-0.0772591382265091,-0.6202203035354614,4,4,5,5,4
Mungert/Vintern-1B-v3_5-GGUF,e2l4zjd5.json,caveats_recommendations,-0.3415616452693939,-0.0880994200706482,-0.573747992515564,4,5,4,5,5
Mungert/Vintern-1B-v3_5-GGUF,n3ksgnbh.json,model_details,0.06920632719993591,0.2713584005832672,-0.12062283605337143,5,5,5,5,5
Mungert/Vintern-1B-v3_5-GGUF,n3ksgnbh.json,intended_use,-0.27663177251815796,0.016705090180039406,-0.5408318042755127,5,5,5,5,5
Mungert/Vintern-1B-v3_5-GGUF,n3ksgnbh.json,generative_capabilities,-0.1817791759967804,0.004538953769952059,-0.3581041693687439,5,5,5,5,5
Mungert/Vintern-1B-v3_5-GGUF,n3ksgnbh.json,safety_considerations,-0.7228310704231262,-0.6760918498039246,-0.7740320563316345,1,2,1,2,2
Mungert/Vintern-1B-v3_5-GGUF,n3ksgnbh.json,training_data,-0.17635779082775116,0.04022869095206261,-0.3783669173717499,5,5,5,5,5
Mungert/Vintern-1B-v3_5-GGUF,n3ksgnbh.json,performance_metrics,-0.2428302764892578,-0.1582634150981903,-0.328350305557251,5,4,5,5,4
Mungert/Vintern-1B-v3_5-GGUF,n3ksgnbh.json,ethical_considerations,-0.768211305141449,-0.7717292904853821,-0.7704484462738037,1,2,1,2,2
Mungert/Vintern-1B-v3_5-GGUF,n3ksgnbh.json,caveats_recommendations,-0.2017126977443695,0.059781815856695175,-0.4406949281692505,5,5,4,5,5
Mungert/Vintern-1B-v3_5-GGUF,ds26fmr5.json,model_details,-0.18810677528381348,-0.01348420511931181,-0.3543504476547241,2,2,3,3,2
Mungert/Vintern-1B-v3_5-GGUF,ds26fmr5.json,intended_use,-0.6930556297302246,-0.6072119474411011,-0.7808443903923035,1,1,1,1,1
Mungert/Vintern-1B-v3_5-GGUF,ds26fmr5.json,generative_capabilities,-0.34533482789993286,-0.08091513812541962,-0.5863441228866577,2,3,2,2,2
Mungert/Vintern-1B-v3_5-GGUF,ds26fmr5.json,safety_considerations,-0.7228310704231262,-0.6760918498039246,-0.7740320563316345,1,1,1,1,1
Mungert/Vintern-1B-v3_5-GGUF,ds26fmr5.json,training_data,-0.7228310704231262,-0.6760918498039246,-0.7740320563316345,1,1,1,1,1
Mungert/Vintern-1B-v3_5-GGUF,ds26fmr5.json,performance_metrics,-0.289361834526062,-0.08229935169219971,-0.4833141267299652,2,2,4,3,2
Mungert/Vintern-1B-v3_5-GGUF,ds26fmr5.json,ethical_considerations,-0.768211305141449,-0.7717292904853821,-0.7704484462738037,1,1,1,1,1
Mungert/Vintern-1B-v3_5-GGUF,ds26fmr5.json,caveats_recommendations,-0.661220908164978,-0.5340283513069153,-0.786356508731842,1,1,1,1,1
Mungert/Vintern-1B-v3_5-GGUF,ll1d9s9h.json,model_details,-0.15766598284244537,0.02796032279729843,-0.3333894610404968,4,4,4,4,4
Mungert/Vintern-1B-v3_5-GGUF,ll1d9s9h.json,intended_use,-0.6930556297302246,-0.6072119474411011,-0.7808443903923035,1,1,1,1,1
Mungert/Vintern-1B-v3_5-GGUF,ll1d9s9h.json,generative_capabilities,-0.448980450630188,-0.2135225534439087,-0.6663212180137634,1,1,1,1,2
Mungert/Vintern-1B-v3_5-GGUF,ll1d9s9h.json,safety_considerations,-0.7228310704231262,-0.6760918498039246,-0.7740320563316345,1,1,1,1,2
Mungert/Vintern-1B-v3_5-GGUF,ll1d9s9h.json,training_data,-0.7228310704231262,-0.6760918498039246,-0.7740320563316345,1,1,1,1,1
Mungert/Vintern-1B-v3_5-GGUF,ll1d9s9h.json,performance_metrics,-0.27497613430023193,-0.09113989770412445,-0.44920024275779724,4,4,4,4,4
Mungert/Vintern-1B-v3_5-GGUF,ll1d9s9h.json,ethical_considerations,-0.768211305141449,-0.7717292904853821,-0.7704484462738037,1,1,1,1,1
Mungert/Vintern-1B-v3_5-GGUF,ll1d9s9h.json,caveats_recommendations,-0.3194374740123749,-0.07846613228321075,-0.541498601436615,4,4,4,4,3
Mungert/Vintern-1B-v3_5-GGUF,bn5elb45.json,model_details,-0.25522908568382263,-0.22213280200958252,-0.29188627004623413,5,5,5,5,5
Mungert/Vintern-1B-v3_5-GGUF,bn5elb45.json,intended_use,-0.3773171901702881,-0.1237286701798439,-0.6095296740531921,3,3,3,3,3
Mungert/Vintern-1B-v3_5-GGUF,bn5elb45.json,generative_capabilities,-0.2726389169692993,0.08700916916131973,-0.5877887010574341,3,3,3,3,3
